,feed,title,publication_DOW,publication_date,client,link,description,article_text,timestamp,publication_dt,sentiment_text,week,polarity,sentiment
0,google_news_rss,Aker BP granted drilling permit for wildcat north of Frøy field,Mon, 21 Aug 2017 13:57:44 GMT,AKER BP ASA,http://www.worldoil.com/news/2017/8/21/aker-bp-granted-drilling-permit-for-wildcat-north-of-froey-field,Aker BP granted drilling permit for wildcat north of Frøy field  WorldOil subscription Full coverage,article not parsed,275697405,2017-08-21 13:57:44,Aker BP granted drilling permit for wildcat north of Frøy field *** Aker BP granted drilling permit for wildcat north of Frøy field  WorldOil subscription Full coverage *** ,201734,"{u'neg': 0.0, u'neu': 0.861999988556, u'pos': 0.137999996543, u'compound': 0.458799988031}",0.458799988031
1,google_news_rss,Nordfjellet nod for Aker BP,Mon, 21 Aug 2017 09:52:57 GMT,AKER BP ASA,http://www.upstreamonline.com/live/1330976/nordfjellet-nod-for-aker-bp,Nordfjellet nod for Aker BP  Upstream OnlineAker BP to test Nordfjellet Delta prospects  OE DigitalFull coverage,Found an interesting story?Fill in the form to get 5 articles for FREE!,275697405,2017-08-21 09:52:57,Nordfjellet nod for Aker BP *** Nordfjellet nod for Aker BP  Upstream OnlineAker BP to test Nordfjellet Delta prospects  OE DigitalFull coverage *** ,201734,"{u'neg': 0.0, u'neu': 1.0, u'pos': 0.0, u'compound': 0.0}",0.0
2,google_news_rss,Aker BP takes Odfjell rig,Thu, 10 Aug 2017 09:42:02 GMT,AKER BP ASA,http://www.upstreamonline.com/live/1325255/aker-bp-takes-odfjell-rig,Aker BP takes Odfjell rig  Upstream OnlineOdfjell Drilling signs 68m Aker BP deal  TradeWinds subscription Odfjell Drilling wins semi submersible contract from Aker BP  Splash 247Full coverage,Found an interesting story?Fill in the form to get 5 articles for FREE!,275697405,2017-08-10 09:42:02,Aker BP takes Odfjell rig *** Aker BP takes Odfjell rig  Upstream OnlineOdfjell Drilling signs 68m Aker BP deal  TradeWinds subscription Odfjell Drilling wins semi submersible contract from Aker BP  Splash 247Full coverage *** ,201732,"{u'neg': 0.0439999997616, u'neu': 0.847999989986, u'pos': 0.108000002801, u'compound': 0.493900001049}",0.493900001049
3,google_news_rss,Aker BP starts Hyrokkin drilling,Mon, 14 Aug 2017 12:48:36 GMT,AKER BP ASA,http://www.oedigital.com/drilling/item/15997-aker-bp-starts-hyrokkin-drilling,Aker BP starts Hyrokkin drilling  OE DigitalFull coverage,not found article,275697405,2017-08-14 12:48:36,Aker BP starts Hyrokkin drilling *** Aker BP starts Hyrokkin drilling  OE DigitalFull coverage *** not found article,201733,"{u'neg': 0.0, u'neu': 1.0, u'pos': 0.0, u'compound': 0.0}",0.0
4,google_news_rss,Odfjell Drilling wins rig contract from Aker BP,Fri, 11 Aug 2017 12:37:19 GMT,AKER BP ASA,http://www.offshore-technology.com/news/newsodfjell-drilling-wins-rig-contract-from-aker-bp-5898402,Odfjell Drilling wins rig contract from Aker BP  Offshore TechnologyAker BP hires Odfjell Drilling rig for Norwegian ops  Hellenic Shipping News WorldwideFull coverage,"News  On  Aug 11 2017  Odfjell Drilling wins rig contract from Aker BP  Odfjell Drilling has secured a $68m contract from Aker BP to lease the semi-submersible drilling rig ‘Deepsea Stavanger’ for nine months.Set to commence from February next year, the contract will be completed in October.Odfjell Drilling CEO Simen Lieungh said: “The contract with Aker BP is an important opportunity for Odfjell Drilling to demonstrate its continued exceptional track record and develop a relationship with potentially one of Norway’s largest oil companies.“Aker BP’s focus on digitalisation is very exciting and appealing for our company’s operational philosophy and appetite to work with operators in developing tomorrow’s technology.”The contract involves the exploration and development drilling at various sites situated within the Norwegian Sea and the Barents Sea using the semi-submersible rig Deepsea Stavanger.The rig has been designed to carry out operations in adverse environments and at water depths of up to 3,000m.Aker BP’s focus on digitalisation is very exciting and appealing for our company’s operational philosophy and appetite to work with operators in developing tomorrow’s technology.Managed and owned by Odfjell Drilling, it is equipped with a full conventional mooring spread for operations in water depths of 70m to 500m.It comes with a 7,500mt loading capacity to ensure efficiency in all operating conditions with a reduced supply need.The drilling system of Deepsea Stavanger includes a dual derrick with a main and an auxiliary work centre to carry out multiple operations simultaneously.The drilling system has dual-active heave compensating drawworks for better performance, efficiency and safety.Image: Deepsea Stavanger. Photo: courtesy of Aker BP.  Share  Related Articles »",275697405,2017-08-11 12:37:19,"Odfjell Drilling wins rig contract from Aker BP *** Odfjell Drilling wins rig contract from Aker BP  Offshore TechnologyAker BP hires Odfjell Drilling rig for Norwegian ops  Hellenic Shipping News WorldwideFull coverage *** News  On  Aug 11 2017  Odfjell Drilling wins rig contract from Aker BP  Odfjell Drilling has secured a $68m contract from Aker BP to lease the semi-submersible drilling rig ‘Deepsea Stavanger’ for nine months.Set to commence from February next year, the contract will be completed in October.Odfjell Drilling CEO Simen Lieungh said: “The contract with Aker BP is an important opportunity for Odfjell Drilling to demonstrate its continued exceptional track record and develop a relationship with potentially one of Norway’s largest oil companies.“Aker BP’s focus on digitalisation is very exciting and appealing for our company’s operational philosophy and appetite to work with operators in developing tomorrow’s technology.”The contract involves the exploration and development drilling at various sites situated within the Norwegian Sea and the Barents Sea using the semi-submersible rig Deepsea Stavanger.The rig has been designed to carry out operations in adverse environments and at water depths of up to 3,000m.Aker BP’s focus on digitalisation is very exciting and appealing for our company’s operational philosophy and appetite to work with operators in developing tomorrow’s technology.Managed and owned by Odfjell Drilling, it is equipped with a full conventional mooring spread for operations in water depths of 70m to 500m.It comes with a 7,500mt loading capacity to ensure efficiency in all operating conditions with a reduced supply need.The drilling system of Deepsea Stavanger includes a dual derrick with a main and an auxiliary work centre to carry out multiple operations simultaneously.The drilling system has dual-active heave compensating drawworks for better performance, efficiency and safety.Image: Deepsea Stavanger. Photo: courtesy of Aker BP.  Share  Related Articles »",201732,"{u'neg': 0.0410000011325, u'neu': 0.825999975204, u'pos': 0.133000001311, u'compound': 0.985499978065}",0.985499978065
5,google_news_rss,Aker BP ASA  OB AKERBP  Value Score in Focus,Wed, 23 Aug 2017 12:54:49 GMT,AKER BP ASA,https://lenoxledger.com/aker-bp-asa-obakerbp-value-score-in-focus/,Aker BP ASA OB AKERBP Value Score in Focus  Lenox LedgerFull coverage,article not parsed,275697405,2017-08-23 12:54:49,Aker BP ASA  OB AKERBP  Value Score in Focus *** Aker BP ASA OB AKERBP Value Score in Focus  Lenox LedgerFull coverage *** ,201734,"{u'neg': 0.0, u'neu': 0.805999994278, u'pos': 0.194000005722, u'compound': 0.585900008678}",0.585900008678
6,google_news_rss,AKER BP ASA  DETNORO  Is Yet to See Trading Action on Aug 23,Wed, 23 Aug 2017 13:49:06 GMT,AKER BP ASA,https://utahherald.com/aker-bp-asa-detnoro-is-yet-to-see-trading-action-on-aug-23/,AKER BP ASA DETNORO Is Yet to See Trading Action on Aug 23  UtahHerald comFull coverage,article not parsed,275697405,2017-08-23 13:49:06,AKER BP ASA  DETNORO  Is Yet to See Trading Action on Aug 23 *** AKER BP ASA DETNORO Is Yet to See Trading Action on Aug 23  UtahHerald comFull coverage *** ,201734,"{u'neg': 0.0, u'neu': 1.0, u'pos': 0.0, u'compound': 0.0}",0.0
7,google_news_rss,Sverdrup module sees the light of day,Wed, 23 Aug 2017 12:49:01 GMT,AKER BP ASA,https://www.energyvoice.com/oilandgas/north-sea/148378/sverdrup-module-sees-light-day/,Sverdrup module sees the light of day  Energy VoiceFull coverage,"North Sea  Sverdrup module sees the light of day  Written by Alan Shields -  23/08/2017 1:35 pm  FacebookTwitterGoogle+LinkedInEmail  Early Saturday morning, the approx. 8,000 tons heavy Drilling Support Module started rolling out of the North Sea Hall in Haugesund. (All images: Aibel / Øyvind Sætre).  Sign up to our daily newsletter  Subscribe TodayPackages from £10 per month  The drilling support module for the massive Johan Sverdrup model has finally seen the light of day after clearing the roof of a construction facility by just 1-10 centimeters.  The massive piece of kit for Statoil’s flagship North Sea field has now been moved out of the North Sea Hall in Haugesund, Norway, and onto the barge that will carry the module to Klosterfjorden later this month.  There it will be connected with the other two modules, which will comprise the drilling platform for the Johan Sverdrup field.  Work on the module in Haugesund started in February 2016 when the first steel was cut.  Just one and half year later, the approx. 8,000 tons module is complete.  It was a proud moment for construction manager Bjørn Pedersen, when the module was rolled out into the day light.  He said: “An enormous effort has been put into this. It has been a privilege to work with so many qualified people. We have a unique expertise, and everyone involved has played an important part in reaching yet another milestone on time.”  There were only ten centimeters’ clearance from the top of the module to the upper door casing of the North Sea Hall.  There were only ten centimeters’ clearance from the top of the module to the upper door casing of the North Sea Hall.  The moving of the module went slowly, but safely.  Anne H. Kindlihagen, Aibel’s manager for the marine operations in the Johan Sverdrup project, said: “It was a very successful operation. Everything went smooth and controlled without delays.  “It was nice to complete with such a good result before the many comprehensive operations that will follow in the weeks to come. This shows that the planning is good and we are on track.”  Now the module will lie alongside the quay in Haugesund, where it will be cleaned and welded onto the barge.  Two large pedestals will also be lifted on board before the module heads towards Klosterfjorden by the end of the month.  Statoil is the operator of Johan Sverdrup with a 40% stake. The other partners are Aker BP, Petoro, Maersk Oil and Lundin.  First oil is expected from the North Sea field, located 160kilometres west of Stavanger, in 2019.  1152 wheels were used to move the module. Just before 4 p.m. on Saturday, the module was safely placed on board the barge that will carry it to Klosterfjorden.  Recommended for you  X  Wellslot: Drilling activity steps up a gear  Related Articles  Johan Sverdrup audit highlights concerns  Maersks North Sea giant reaches halfway point  North Sea set for £30bn investment in new projects over next three years, report says  FacebookTwitterGoogle+LinkedInEmail  Read the latest opinion pieces from our Energy Voice columnists  Opinion: The Total-Maersk deal – great for both sides  Opinion: The importance of employing a talented workforce through apprenticeships  Opinion: OPEC cutbacks are diluted by oil’s long bloat  Opinion: Transocean must lead way in thinning out global fleet post-Songa takeover  Opinion: Preserve to conserve – maximise the value of cold stacking",275697405,2017-08-23 12:49:01,"Sverdrup module sees the light of day *** Sverdrup module sees the light of day  Energy VoiceFull coverage *** North Sea  Sverdrup module sees the light of day  Written by Alan Shields -  23/08/2017 1:35 pm  FacebookTwitterGoogle+LinkedInEmail  Early Saturday morning, the approx. 8,000 tons heavy Drilling Support Module started rolling out of the North Sea Hall in Haugesund. (All images: Aibel / Øyvind Sætre).  Sign up to our daily newsletter  Subscribe TodayPackages from £10 per month  The drilling support module for the massive Johan Sverdrup model has finally seen the light of day after clearing the roof of a construction facility by just 1-10 centimeters.  The massive piece of kit for Statoil’s flagship North Sea field has now been moved out of the North Sea Hall in Haugesund, Norway, and onto the barge that will carry the module to Klosterfjorden later this month.  There it will be connected with the other two modules, which will comprise the drilling platform for the Johan Sverdrup field.  Work on the module in Haugesund started in February 2016 when the first steel was cut.  Just one and half year later, the approx. 8,000 tons module is complete.  It was a proud moment for construction manager Bjørn Pedersen, when the module was rolled out into the day light.  He said: “An enormous effort has been put into this. It has been a privilege to work with so many qualified people. We have a unique expertise, and everyone involved has played an important part in reaching yet another milestone on time.”  There were only ten centimeters’ clearance from the top of the module to the upper door casing of the North Sea Hall.  There were only ten centimeters’ clearance from the top of the module to the upper door casing of the North Sea Hall.  The moving of the module went slowly, but safely.  Anne H. Kindlihagen, Aibel’s manager for the marine operations in the Johan Sverdrup project, said: “It was a very successful operation. Everything went smooth and controlled without delays.  “It was nice to complete with such a good result before the many comprehensive operations that will follow in the weeks to come. This shows that the planning is good and we are on track.”  Now the module will lie alongside the quay in Haugesund, where it will be cleaned and welded onto the barge.  Two large pedestals will also be lifted on board before the module heads towards Klosterfjorden by the end of the month.  Statoil is the operator of Johan Sverdrup with a 40% stake. The other partners are Aker BP, Petoro, Maersk Oil and Lundin.  First oil is expected from the North Sea field, located 160kilometres west of Stavanger, in 2019.  1152 wheels were used to move the module. Just before 4 p.m. on Saturday, the module was safely placed on board the barge that will carry it to Klosterfjorden.  Recommended for you  X  Wellslot: Drilling activity steps up a gear  Related Articles  Johan Sverdrup audit highlights concerns  Maersks North Sea giant reaches halfway point  North Sea set for £30bn investment in new projects over next three years, report says  FacebookTwitterGoogle+LinkedInEmail  Read the latest opinion pieces from our Energy Voice columnists  Opinion: The Total-Maersk deal – great for both sides  Opinion: The importance of employing a talented workforce through apprenticeships  Opinion: OPEC cutbacks are diluted by oil’s long bloat  Opinion: Transocean must lead way in thinning out global fleet post-Songa takeover  Opinion: Preserve to conserve – maximise the value of cold stacking",201734,"{u'neg': 0.00300000002608, u'neu': 0.888000011444, u'pos': 0.108999997377, u'compound': 0.995800018311}",0.995800018311
8,google_news_rss,Aker BP får ny kommunikasjonsdirektør,Mon, 21 Aug 2017 15:18:23 GMT,AKER BP ASA,http://www.hegnar.no/Nyheter/Boers-finans/2017/08/Aker-BP-faar-ny-kommunikasjonsdirektoer,Aker BP får ny kommunikasjonsdirektør  Hegnar OnlineFull coverage,"Aker BP får ny kommunikasjonsdirektør  - Aker BP er et veldig spennende selskap.  Valhall-feltet. Foto: Aker BP  ↑annonse  Artikkel av:  Are  Strandli  21. august 2017 - 16:38  Lest av  Tore Damman Langballe går inn i rollen som ny kommunikasjonsdirektør i oljeselskapet Aker BP, og tar dermed over etter Olav Fjellså. - Aker BP er et veldig spennende selskap, med mange dyktige medarbeidere. Så da denne muligheten dukket opp, var det ikke vanskelig å si ja til utfordringen, sier Langballe, til Hegnar.no. Han kommer fra stillingen som sjef for kommunikasjon og investor relations i det Kristian Røkke-ledete selskapet Akastor der han har vært siden 2014. Langballe som hadde sin første dag i ny jobb i dag, har bred erfaring fra flere oljeservice-selskaper, og har blant annet jobbet for både PGS og Aker Solutions. Han har en grad i Business Organisation fra Heriot-Watt University i Edinburgh.  Børs & finans  aker bpakastorkommunikasjontore d langeballe  ↑annonse  Anbefalt",275697405,2017-08-21 15:18:23,"Aker BP får ny kommunikasjonsdirektør *** Aker BP får ny kommunikasjonsdirektør  Hegnar OnlineFull coverage *** Aker BP får ny kommunikasjonsdirektør  - Aker BP er et veldig spennende selskap.  Valhall-feltet. Foto: Aker BP  ↑annonse  Artikkel av:  Are  Strandli  21. august 2017 - 16:38  Lest av  Tore Damman Langballe går inn i rollen som ny kommunikasjonsdirektør i oljeselskapet Aker BP, og tar dermed over etter Olav Fjellså. - Aker BP er et veldig spennende selskap, med mange dyktige medarbeidere. Så da denne muligheten dukket opp, var det ikke vanskelig å si ja til utfordringen, sier Langballe, til Hegnar.no. Han kommer fra stillingen som sjef for kommunikasjon og investor relations i det Kristian Røkke-ledete selskapet Akastor der han har vært siden 2014. Langballe som hadde sin første dag i ny jobb i dag, har bred erfaring fra flere oljeservice-selskaper, og har blant annet jobbet for både PGS og Aker Solutions. Han har en grad i Business Organisation fra Heriot-Watt University i Edinburgh.  Børs & finans  aker bpakastorkommunikasjontore d langeballe  ↑annonse  Anbefalt",201734,"{u'neg': 0.0230000000447, u'neu': 0.976999998093, u'pos': 0.0, u'compound': -0.557399988174}",-0.557399988174
9,google_news_rss,Philly Shipyard announces TOTE Maritime as its partner under the previously disclosed Letter of Intent to build up    ,Mon, 21 Aug 2017 00:58:16 GMT,AKER BP ASA,http://www.hellenicshippingnews.com/philly-shipyard-announces-tote-maritime-as-its-partner-under-the-previously-disclosed-letter-of-intent-to-build-up-to-four-new-containerships/,Philly Shipyard announces TOTE Maritime as its partner under the previously disclosed Letter of Intent to build up ,"Philly Shipyard announces TOTE Maritime as its partner under the previously disclosed Letter of Intent to build up to four new containerships  in  Shipbuilding News  21/08/2017  Reference is made to a release by Saltchuk where the company announced its plan to expand its domestic shipping services to Hawai’i under its TOTE Maritime brand (TOTE). Philly Shipyard, Inc. (PSI), a wholly-owned subsidiary of Philly Shipyard ASA (Oslo: PHLY), is a part of this venture and can confirm that the previously announced Letter of Intent (LOI) for the construction and sale of up to four new, cost-efficient and environmentally friendly containerships for the Hawai’i trade that was entered into between PSI and TOTE.  TOTE is a leading transportation and logistics company, overseeing some of the most trusted companies in the U.S. domestic trade. TOTE Maritime Alaska and TOTE Maritime Puerto Rico bring a focus on reliability and service to their respective markets and operate the most environmentally friendly cargo fleet in the United States.  “Philly Shipyard is very excited to have TOTE as its partner under the LOI and fully supports the efforts to introduce new vessels into the Hawai’i containership trade to replace aged ships in time to meet new environmental regulations,” remarked Steinar Nerbovik, PSI’s President & CEO.  As previously announced, PSI has already begun construction of the vessels outlined in the LOI to support their optimal delivery dates.  Philly Shipyard is a leading U.S. commercial shipyard constructing vessels for operation in the Jones Act market. It possesses a state-of-the-art shipbuilding facility and has earned a reputation as the preferred provider of oceangoing merchant vessels with a track record of delivering quality ships. Philly Shipyard is listed on the Oslo Stock Exchange and is majority-owned by Aker Capital AS, which in turn is wholly-owned by Aker ASA. Aker is a Norwegian industrial investment company that creates value through active ownership. Aker’s investment portfolio is concentrated on key Norwegian industries that are international in scope: oil and gas, fisheries and biotechnology, and marine assets. Aker’s industrial holdings comprise ownership interests in Aker Solutions, Kvaerner, Aker BP, Aker BioMarine, Ocean Yield and Akastor.  Philly Shipyard has delivered 27 vessels in its nearly 20 year history, including four vessels for use in the Hawai’i containership trade which were delivered in 2003-2006. Currently, Philly Shipyard is building one 50,000 dwt tanker for a subsidiary of Kinder Morgan, Inc. (Hull 028) and two 3,600 TEU containerships for use in the Hawai’i trade for Matson Navigation Company, Inc. (Hulls 029 and 030). As discussed above, Philly Shipyard has also initiated construction of up to four containerships for use in the Hawai’i trade for its own account (Hulls 031-034).  Source: Philly Shipyard  2017-08-21  hellenicshippingnews..  tweet  Share",275697405,2017-08-21 00:58:16,"Philly Shipyard announces TOTE Maritime as its partner under the previously disclosed Letter of Intent to build up     *** Philly Shipyard announces TOTE Maritime as its partner under the previously disclosed Letter of Intent to build up  *** Philly Shipyard announces TOTE Maritime as its partner under the previously disclosed Letter of Intent to build up to four new containerships  in  Shipbuilding News  21/08/2017  Reference is made to a release by Saltchuk where the company announced its plan to expand its domestic shipping services to Hawai’i under its TOTE Maritime brand (TOTE). Philly Shipyard, Inc. (PSI), a wholly-owned subsidiary of Philly Shipyard ASA (Oslo: PHLY), is a part of this venture and can confirm that the previously announced Letter of Intent (LOI) for the construction and sale of up to four new, cost-efficient and environmentally friendly containerships for the Hawai’i trade that was entered into between PSI and TOTE.  TOTE is a leading transportation and logistics company, overseeing some of the most trusted companies in the U.S. domestic trade. TOTE Maritime Alaska and TOTE Maritime Puerto Rico bring a focus on reliability and service to their respective markets and operate the most environmentally friendly cargo fleet in the United States.  “Philly Shipyard is very excited to have TOTE as its partner under the LOI and fully supports the efforts to introduce new vessels into the Hawai’i containership trade to replace aged ships in time to meet new environmental regulations,” remarked Steinar Nerbovik, PSI’s President & CEO.  As previously announced, PSI has already begun construction of the vessels outlined in the LOI to support their optimal delivery dates.  Philly Shipyard is a leading U.S. commercial shipyard constructing vessels for operation in the Jones Act market. It possesses a state-of-the-art shipbuilding facility and has earned a reputation as the preferred provider of oceangoing merchant vessels with a track record of delivering quality ships. Philly Shipyard is listed on the Oslo Stock Exchange and is majority-owned by Aker Capital AS, which in turn is wholly-owned by Aker ASA. Aker is a Norwegian industrial investment company that creates value through active ownership. Aker’s investment portfolio is concentrated on key Norwegian industries that are international in scope: oil and gas, fisheries and biotechnology, and marine assets. Aker’s industrial holdings comprise ownership interests in Aker Solutions, Kvaerner, Aker BP, Aker BioMarine, Ocean Yield and Akastor.  Philly Shipyard has delivered 27 vessels in its nearly 20 year history, including four vessels for use in the Hawai’i containership trade which were delivered in 2003-2006. Currently, Philly Shipyard is building one 50,000 dwt tanker for a subsidiary of Kinder Morgan, Inc. (Hull 028) and two 3,600 TEU containerships for use in the Hawai’i trade for Matson Navigation Company, Inc. (Hulls 029 and 030). As discussed above, Philly Shipyard has also initiated construction of up to four containerships for use in the Hawai’i trade for its own account (Hulls 031-034).  Source: Philly Shipyard  2017-08-21  hellenicshippingnews..  tweet  Share",201734,"{u'neg': 0.0, u'neu': 0.907999992371, u'pos': 0.0920000001788, u'compound': 0.990800023079}",0.990800023079
